text,label
Alle immigranten zoals zij zijn verachtelijk.,1
Alle moslims zoals zij zijn verachtelijk.,1
Alle juden zoals zij zijn verachtelijk.,1
vrouwen zoals jij zijn gewoon zielig.,1
transgenders zoals jij zijn gewoon zielig.,1
homoseksuelen zoals jij zijn gewoon zielig.,1
zwarte personen zoals jij zijn gewoon zielig.,1
gehandicapten zoals jij zijn gewoon zielig.,1
immigranten zoals jij zijn gewoon zielig.,1
moslims zoals jij zijn gewoon zielig.,1
juden zoals jij zijn gewoon zielig.,1
vrouwen met enige macht zijn een bedreiging voor onze samenleving.,1
transgenders met enige macht zijn een bedreiging voor onze samenleving.,1
homoseksuelen met enige macht zijn een bedreiging voor onze samenleving.,1
zwarte personen met enige macht zijn een bedreiging voor onze samenleving.,1
gehandicapten met enige macht zijn een bedreiging voor onze samenleving.,1
immigranten met enige macht zijn een bedreiging voor onze samenleving.,1
moslims met enige macht zijn een bedreiging voor onze samenleving.,1
juden met enige macht zijn een bedreiging voor onze samenleving.,1
vrouwen die de leiding hebben is een gevaar voor ons land.,1
transgenders die de leiding hebben is een gevaar voor ons land.,1
homoseksuelen die de leiding hebben is een gevaar voor ons land.,1
zwarte personen die de leiding hebben is een gevaar voor ons land.,1
gehandicapten die de leiding hebben is een gevaar voor ons land.,1
immigranten die de leiding hebben is een gevaar voor ons land.,1
moslims die de leiding hebben is een gevaar voor ons land.,1
juden die de leiding hebben is een gevaar voor ons land.,1
Het zit in de aard van vrouwen om onbeschaafd te zijn.,1
Het zit in de aard van transgenders om onbeschaafd te zijn.,1
Het zit in de aard van homoseksuelen om onbeschaafd te zijn.,1
Het zit in de aard van zwarte personen om onbeschaafd te zijn.,1
Het zit in de aard van gehandicapten om onbeschaafd te zijn.,1
Het zit in de aard van immigranten om onbeschaafd te zijn.,1
Het zit in de aard van moslims om onbeschaafd te zijn.,1
Het zit in de aard van juden om onbeschaafd te zijn.,1
Alleen vrouwen zijn zo gewelddadig en wreed.,1
Alleen transgenders zijn zo gewelddadig en wreed.,1
Alleen homoseksuelen zijn zo gewelddadig en wreed.,1
Alleen zwarte personen zijn zo gewelddadig en wreed.,1
Alleen gehandicapten zijn zo gewelddadig en wreed.,1
Alleen immigranten zijn zo gewelddadig en wreed.,1
Alleen moslims zijn zo gewelddadig en wreed.,1
Alleen juden zijn zo gewelddadig en wreed.,1
Alleen vrouwen kunnen zo onwetend zijn.,1
Alleen transgenders kunnen zo onwetend zijn.,1
Alleen homoseksuelen kunnen zo onwetend zijn.,1
Alleen zwarte personen kunnen zo onwetend zijn.,1
Alleen gehandicapten kunnen zo onwetend zijn.,1
Alleen immigranten kunnen zo onwetend zijn.,1
Alleen moslims kunnen zo onwetend zijn.,1
Alleen juden kunnen zo onwetend zijn.,1
Niemand anders is zo smerig als deze vrouwen.,1
Niemand anders is zo smerig als deze transgenders.,1
Niemand anders is zo smerig als deze homoseksuelen.,1
Niemand anders is zo smerig als deze zwarte personen.,1
Niemand anders is zo smerig als deze gehandicapten.,1
Niemand anders is zo smerig als deze immigranten.,1
Niemand anders is zo smerig als deze moslims.,1
Niemand anders is zo smerig als deze juden.,1
Typisch voor een vrouw om zo dom te zijn.,1
Typisch voor een transgender om zo dom te zijn.,1
Typisch voor een homoseksuele om zo dom te zijn.,1
Typisch voor een zwart persoon om zo dom te zijn.,1
Typisch voor een gehandicapte om zo dom te zijn.,1
Typisch voor een immigrant om zo dom te zijn.,1
Typisch voor een moslim om zo dom te zijn.,1
Typisch voor een jood om zo dom te zijn.,1
vrouwen zijn zonder twijfel de domste mensen op deze planeet.,1
transgenders zijn zonder twijfel de domste mensen op deze planeet.,1
homoseksuelen zijn zonder twijfel de domste mensen op deze planeet.,1
zwarte personen zijn zonder twijfel de domste mensen op deze planeet.,1
gehandicapten zijn zonder twijfel de domste mensen op deze planeet.,1
immigranten zijn zonder twijfel de domste mensen op deze planeet.,1
moslims zijn zonder twijfel de domste mensen op deze planeet.,1
juden zijn zonder twijfel de domste mensen op deze planeet.,1
Het is altijd een vrouw die de domme is.,1
Het is altijd een transgender die de domme is.,1
Het is altijd een homoseksuele die de domme is.,1
Het is altijd een zwart persoon die de domme is.,1
Het is altijd een gehandicapte die de domme is.,1
Het is altijd een immigrant die de domme is.,1
Het is altijd een moslim die de domme is.,1
Het is altijd een jood die de domme is.,1
vrouwen zijn gewoon de domste mensen.,1
transgenders zijn gewoon de domste mensen.,1
homoseksuelen zijn gewoon de domste mensen.,1
zwarte personen zijn gewoon de domste mensen.,1
gehandicapten zijn gewoon de domste mensen.,1
immigranten zijn gewoon de domste mensen.,1
moslims zijn gewoon de domste mensen.,1
juden zijn gewoon de domste mensen.,1
vrouwen zijn echt hersenloos zonder uitzondering.,1
transgenders zijn echt hersenloos zonder uitzondering.,1
homoseksuelen zijn echt hersenloos zonder uitzondering.,1
zwarte personen zijn echt hersenloos zonder uitzondering.,1
gehandicapten zijn echt hersenloos zonder uitzondering.,1
immigranten zijn echt hersenloos zonder uitzondering.,1
moslims zijn echt hersenloos zonder uitzondering.,1
juden zijn echt hersenloos zonder uitzondering.,1
vrouwen zijn uitschot.,1
transgenders zijn uitschot.,1
homoseksuelen zijn uitschot.,1
zwarte personen zijn uitschot.,1
gehandicapten zijn uitschot.,1
immigranten zijn uitschot.,1
moslims zijn uitschot.,1
juden zijn uitschot.,1
vrouwen zijn waardeloos vuil.,1
transgenders zijn waardeloos vuil.,1
homoseksuelen zijn waardeloos vuil.,1
zwarte personen zijn waardeloos vuil.,1
gehandicapten zijn waardeloos vuil.,1
immigranten zijn waardeloos vuil.,1
moslims zijn waardeloos vuil.,1
juden zijn waardeloos vuil.,1
vrouwen zoals jij zijn absolute vuiligheid.,1
transgenders zoals jij zijn absolute vuiligheid.,1
homoseksuelen zoals jij zijn absolute vuiligheid.,1
zwarte personen zoals jij zijn absolute vuiligheid.,1
gehandicapten zoals jij zijn absolute vuiligheid.,1
immigranten zoals jij zijn absolute vuiligheid.,1
moslims zoals jij zijn absolute vuiligheid.,1
juden zoals jij zijn absolute vuiligheid.,1
Een vrouw is niets anders dan afval.,1
Een transgender is niets anders dan afval.,1
Een homoseksuele is niets anders dan afval.,1
Een zwart persoon is niets anders dan afval.,1
Een gehandicapte is niets anders dan afval.,1
Een immigrant is niets anders dan afval.,1
Een moslim is niets anders dan afval.,1
Een jood is niets anders dan afval.,1
vrouwen zijn niets anders dan afval.,1
transgenders zijn niets anders dan afval.,1
homoseksuelen zijn niets anders dan afval.,1
zwarte personen zijn niets anders dan afval.,1
gehandicapten zijn niets anders dan afval.,1
immigranten zijn niets anders dan afval.,1
moslims zijn niets anders dan afval.,1
juden zijn niets anders dan afval.,1
vrouwen zijn parasieten van onze samenleving.,1
transgenders zijn parasieten van onze samenleving.,1
homoseksuelen zijn parasieten van onze samenleving.,1
zwarte personen zijn parasieten van onze samenleving.,1
gehandicapten zijn parasieten van onze samenleving.,1
immigranten zijn parasieten van onze samenleving.,1
moslims zijn parasieten van onze samenleving.,1
juden zijn parasieten van onze samenleving.,1
Deze vrouwen zijn niets anders dan kakkerlakken.,1
Deze transgenders zijn niets anders dan kakkerlakken.,1
Deze homoseksuelen zijn niets anders dan kakkerlakken.,1
Deze zwarte personen zijn niets anders dan kakkerlakken.,1
Deze gehandicapten zijn niets anders dan kakkerlakken.,1
Deze immigranten zijn niets anders dan kakkerlakken.,1
Deze moslims zijn niets anders dan kakkerlakken.,1
Deze juden zijn niets anders dan kakkerlakken.,1
vrouwen zijn menselijk afval.,1
transgenders zijn menselijk afval.,1
homoseksuelen zijn menselijk afval.,1
zwarte personen zijn menselijk afval.,1
gehandicapten zijn menselijk afval.,1
immigranten zijn menselijk afval.,1
moslims zijn menselijk afval.,1
juden zijn menselijk afval.,1
vrouwen zijn mindere wezens.,1
transgenders zijn mindere wezens.,1
homoseksuelen zijn mindere wezens.,1
zwarte personen zijn mindere wezens.,1
gehandicapten zijn mindere wezens.,1
immigranten zijn mindere wezens.,1
moslims zijn mindere wezens.,1
juden zijn mindere wezens.,1
vrouwen zijn een plaag.,1
transgenders zijn een plaag.,1
homoseksuelen zijn een plaag.,1
zwarte personen zijn een plaag.,1
gehandicapten zijn een plaag.,1
immigranten zijn een plaag.,1
moslims zijn een plaag.,1
juden zijn een plaag.,1
vrouwen zoals jij zijn niets beter dan ratten.,1
transgenders zoals jij zijn niets beter dan ratten.,1
homoseksuelen zoals jij zijn niets beter dan ratten.,1
zwarte personen zoals jij zijn niets beter dan ratten.,1
gehandicapten zoals jij zijn niets beter dan ratten.,1
immigranten zoals jij zijn niets beter dan ratten.,1
moslims zoals jij zijn niets beter dan ratten.,1
juden zoals jij zijn niets beter dan ratten.,1
De levens van vrouwen zijn waardeloos.,1
De levens van transgenders zijn waardeloos.,1
De levens van homoseksuelen zijn waardeloos.,1
De levens van zwarte personen zijn waardeloos.,1
De levens van gehandicapten zijn waardeloos.,1
De levens van immigranten zijn waardeloos.,1
De levens van moslims zijn waardeloos.,1
De levens van juden zijn waardeloos.,1
De levens van vrouwen zijn absoluut niets waard.,1
De levens van transgenders zijn absoluut niets waard.,1
De levens van homoseksuelen zijn absoluut niets waard.,1
De levens van zwarte personen zijn absoluut niets waard.,1
De levens van gehandicapten zijn absoluut niets waard.,1
De levens van immigranten zijn absoluut niets waard.,1
De levens van moslims zijn absoluut niets waard.,1
De levens van juden zijn absoluut niets waard.,1
vrouwen zoals jij zijn ongedierte.,1
transgenders zoals jij zijn ongedierte.,1
homoseksuelen zoals jij zijn ongedierte.,1
zwarte personen zoals jij zijn ongedierte.,1
gehandicapten zoals jij zijn ongedierte.,1
immigranten zoals jij zijn ongedierte.,1
moslims zoals jij zijn ongedierte.,1
juden zoals jij zijn ongedierte.,1
vrouwen zijn gewoon een verspilling van ruimte.,1
transgenders zijn gewoon een verspilling van ruimte.,1
homoseksuelen zijn gewoon een verspilling van ruimte.,1
zwarte personen zijn gewoon een verspilling van ruimte.,1
gehandicapten zijn gewoon een verspilling van ruimte.,1
immigranten zijn gewoon een verspilling van ruimte.,1
moslims zijn gewoon een verspilling van ruimte.,1
juden zijn gewoon een verspilling van ruimte.,1
vrouwen zijn een virus.,1
transgenders zijn een virus.,1
homoseksuelen zijn een virus.,1
zwarte personen zijn een virus.,1
gehandicapten zijn een virus.,1
immigranten zijn een virus.,1
moslims zijn een virus.,1
juden zijn een virus.,1
vrouwen zijn een kankergezwel.,1
transgenders zijn een kankergezwel.,1
homoseksuelen zijn een kankergezwel.,1
zwarte personen zijn een kankergezwel.,1
gehandicapten zijn een kankergezwel.,1
immigranten zijn een kankergezwel.,1
moslims zijn een kankergezwel.,1
juden zijn een kankergezwel.,1
Jij en alle andere vrouwen zijn een plaag voor de samenleving.,1
Jij en alle andere transgenders zijn een plaag voor de samenleving.,1
Jij en alle andere homoseksuelen zijn een plaag voor de samenleving.,1
Jij en alle andere zwarte personen zijn een plaag voor de samenleving.,1
Jij en alle andere gehandicapten zijn een plaag voor de samenleving.,1
Jij en alle andere immigranten zijn een plaag voor de samenleving.,1
Jij en alle andere moslims zijn een plaag voor de samenleving.,1
Jij en alle andere juden zijn een plaag voor de samenleving.,1
vrouwen zijn onmenselijke wezens.,1
transgenders zijn onmenselijke wezens.,1
homoseksuelen zijn onmenselijke wezens.,1
zwarte personen zijn onmenselijke wezens.,1
gehandicapten zijn onmenselijke wezens.,1
immigranten zijn onmenselijke wezens.,1
moslims zijn onmenselijke wezens.,1
juden zijn onmenselijke wezens.,1
Zwermen vrouwen infesteren onze regering.,1
Zwermen transgenders infesteren onze regering.,1
Zwermen homoseksuelen infesteren onze regering.,1
Zwermen zwarte personen infesteren onze regering.,1
Zwermen gehandicapten infesteren onze regering.,1
Zwermen immigranten infesteren onze regering.,1
Zwermen moslims infesteren onze regering.,1
Zwermen juden infesteren onze regering.,1
vrouwen behoren in een dierentuin.,1
transgenders behoren in een dierentuin.,1
homoseksuelen behoren in een dierentuin.,1
zwarte personen behoren in een dierentuin.,1
gehandicapten behoren in een dierentuin.,1
immigranten behoren in een dierentuin.,1
moslims behoren in een dierentuin.,1
juden behoren in een dierentuin.,1
"vrouwen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"transgenders die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"homoseksuelen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"zwarte personen die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"gehandicapten die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"immigranten die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"moslims die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
"juden die ziek zijn, moeten naar een dierenarts, niet naar een dokter.",1
Mijn hond is slimmer dan een vrouw ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een transgender ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een homoseksuele ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een zwart persoon ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een gehandicapte ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een immigrant ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een moslim ooit zou kunnen zijn.,1
Mijn hond is slimmer dan een jood ooit zou kunnen zijn.,1
Die aap is intelligenter dan jullie vrouwen allemaal bij elkaar.,1
Die aap is intelligenter dan jullie transgenders allemaal bij elkaar.,1
Die aap is intelligenter dan jullie homoseksuelen allemaal bij elkaar.,1
Die aap is intelligenter dan jullie zwarte personen allemaal bij elkaar.,1
Die aap is intelligenter dan jullie gehandicapten allemaal bij elkaar.,1
Die aap is intelligenter dan jullie immigranten allemaal bij elkaar.,1
Die aap is intelligenter dan jullie moslims allemaal bij elkaar.,1
Die aap is intelligenter dan jullie juden allemaal bij elkaar.,1
vrouwen moeten op een stortplaats worden gedumpt.,1
transgenders moeten op een stortplaats worden gedumpt.,1
homoseksuelen moeten op een stortplaats worden gedumpt.,1
zwarte personen moeten op een stortplaats worden gedumpt.,1
gehandicapten moeten op een stortplaats worden gedumpt.,1
immigranten moeten op een stortplaats worden gedumpt.,1
moslims moeten op een stortplaats worden gedumpt.,1
juden moeten op een stortplaats worden gedumpt.,1
Ik zou nooit voedsel eten dat is aangeraakt door een vrouw.,1
Ik zou nooit voedsel eten dat is aangeraakt door een transgender.,1
Ik zou nooit voedsel eten dat is aangeraakt door een homoseksuele.,1
Ik zou nooit voedsel eten dat is aangeraakt door een zwart persoon.,1
Ik zou nooit voedsel eten dat is aangeraakt door een gehandicapte.,1
Ik zou nooit voedsel eten dat is aangeraakt door een immigrant.,1
Ik zou nooit voedsel eten dat is aangeraakt door een moslim.,1
Ik zou nooit voedsel eten dat is aangeraakt door een jood.,1
Ik geef meer om het vuil onder mijn schoen dan om vrouwen.,1
Ik geef meer om het vuil onder mijn schoen dan om transgenders.,1
Ik geef meer om het vuil onder mijn schoen dan om homoseksuelen.,1
Ik geef meer om het vuil onder mijn schoen dan om zwarte personen.,1
Ik geef meer om het vuil onder mijn schoen dan om gehandicapten.,1
Ik geef meer om het vuil onder mijn schoen dan om immigranten.,1
Ik geef meer om het vuil onder mijn schoen dan om moslims.,1
Ik geef meer om het vuil onder mijn schoen dan om juden.,1
Het leven van een insect is waardevoller dan dat van een vrouw.,1
Het leven van een insect is waardevoller dan dat van een transgender.,1
Het leven van een insect is waardevoller dan dat van een homoseksuele.,1
Het leven van een insect is waardevoller dan dat van een zwart persoon.,1
Het leven van een insect is waardevoller dan dat van een gehandicapte.,1
Het leven van een insect is waardevoller dan dat van een immigrant.,1
Het leven van een insect is waardevoller dan dat van een moslim.,1
Het leven van een insect is waardevoller dan dat van een jood.,1
We moeten nieuwe medicijnen testen op vrouwen voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op transgenders voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op homoseksuelen voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op zwarte personen voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op gehandicapten voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op immigranten voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op moslims voordat we ze op dieren testen.,1
We moeten nieuwe medicijnen testen op juden voordat we ze op dieren testen.,1
Ik zie geen verschil tussen dode ratten en dode vrouwen.,1
Ik zie geen verschil tussen dode ratten en dode transgenders.,1
Ik zie geen verschil tussen dode ratten en dode homoseksuelen.,1
Ik zie geen verschil tussen dode ratten en dode zwarte personen.,1
Ik zie geen verschil tussen dode ratten en dode gehandicapten.,1
Ik zie geen verschil tussen dode ratten en dode immigranten.,1
Ik zie geen verschil tussen dode ratten en dode moslims.,1
Ik zie geen verschil tussen dode ratten en dode juden.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van vrouwen.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van transgenders.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van homoseksuelen.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van zwarte personen.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van gehandicapten.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van immigranten.,1
Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van moslims.,1
