,case_id,functionality,test_case,label_gold,target_ident
86,english-86,derog_neg_emote_h,These immigrants disgust me so much.,hateful,immigrants
87,english-87,derog_neg_emote_h,These jews disgust me so much.,hateful,jews
88,english-88,derog_neg_emote_h,women are the absolute worst.,hateful,women
89,english-89,derog_neg_emote_h,trans are the absolute worst.,hateful,trans people
90,english-90,derog_neg_emote_h,gay are the absolute worst.,hateful,gay people
91,english-91,derog_neg_emote_h,blacks are the absolute worst.,hateful,black people
92,english-92,derog_neg_emote_h,disabled people are the absolute worst.,hateful,disabled people
93,english-93,derog_neg_emote_h,muslims are the absolute worst.,hateful,muslims
94,english-94,derog_neg_emote_h,immigrants are the absolute worst.,hateful,immigrants
95,english-95,derog_neg_emote_h,jews are the absolute worst.,hateful,jews
96,english-96,derog_neg_emote_h,You women make me sick.,hateful,women
97,english-97,derog_neg_emote_h,You trans make me sick.,hateful,trans people
98,english-98,derog_neg_emote_h,You gay make me sick.,hateful,gay people
99,english-99,derog_neg_emote_h,You blacks make me sick.,hateful,black people
100,english-100,derog_neg_emote_h,You disabled people make me sick.,hateful,disabled people
101,english-101,derog_neg_emote_h,You muslims make me sick.,hateful,muslims
102,english-102,derog_neg_emote_h,You immigrants make me sick.,hateful,immigrants
103,english-103,derog_neg_emote_h,You jews make me sick.,hateful,jews
104,english-104,derog_neg_emote_h,There is nothing worse than a woman.,hateful,women
105,english-105,derog_neg_emote_h,There is nothing worse than a trans.,hateful,trans people
106,english-106,derog_neg_emote_h,There is nothing worse than a gay.,hateful,gay people
107,english-107,derog_neg_emote_h,There is nothing worse than a black.,hateful,black people
108,english-108,derog_neg_emote_h,There is nothing worse than a disabled person.,hateful,disabled people
109,english-109,derog_neg_emote_h,There is nothing worse than a muslim.,hateful,muslims
110,english-110,derog_neg_emote_h,There is nothing worse than a immigrant.,hateful,immigrants
111,english-111,derog_neg_emote_h,There is nothing worse than a jew.,hateful,jews
112,english-112,derog_neg_emote_h,Seeing women in this place makes me so angry.,hateful,women
113,english-113,derog_neg_emote_h,Seeing trans in this place makes me so angry.,hateful,trans people
114,english-114,derog_neg_emote_h,Seeing gay in this place makes me so angry.,hateful,gay people
115,english-115,derog_neg_emote_h,Seeing blacks in this place makes me so angry.,hateful,black people
116,english-116,derog_neg_emote_h,Seeing disabled people in this place makes me so angry.,hateful,disabled people
117,english-117,derog_neg_emote_h,Seeing muslims in this place makes me so angry.,hateful,muslims
118,english-118,derog_neg_emote_h,Seeing immigrants in this place makes me so angry.,hateful,immigrants
119,english-119,derog_neg_emote_h,Seeing jews in this place makes me so angry.,hateful,jews
120,english-120,derog_neg_emote_h,women who think they are my equal fill me with so much rage.,hateful,women
121,english-121,derog_neg_emote_h,trans who think they are my equal fill me with so much rage.,hateful,trans people
122,english-122,derog_neg_emote_h,gay who think they are my equal fill me with so much rage.,hateful,gay people
123,english-123,derog_neg_emote_h,blacks who think they are my equal fill me with so much rage.,hateful,black people
124,english-124,derog_neg_emote_h,disabled people who think they are my equal fill me with so much rage.,hateful,disabled people
125,english-125,derog_neg_emote_h,muslims who think they are my equal fill me with so much rage.,hateful,muslims
126,english-126,derog_neg_emote_h,immigrants who think they are my equal fill me with so much rage.,hateful,immigrants
127,english-127,derog_neg_emote_h,jews who think they are my equal fill me with so much rage.,hateful,jews
128,english-128,derog_neg_emote_h,women like you make me furious.,hateful,women
129,english-129,derog_neg_emote_h,trans like you make me furious.,hateful,trans people
130,english-130,derog_neg_emote_h,gay like you make me furious.,hateful,gay people
131,english-131,derog_neg_emote_h,blacks like you make me furious.,hateful,black people
132,english-132,derog_neg_emote_h,disabled people like you make me furious.,hateful,disabled people
133,english-133,derog_neg_emote_h,muslims like you make me furious.,hateful,muslims
134,english-134,derog_neg_emote_h,immigrants like you make me furious.,hateful,immigrants
135,english-135,derog_neg_emote_h,jews like you make me furious.,hateful,jews
136,english-136,derog_neg_emote_h,You and all the other women in this country make me boil with anger.,hateful,women
137,english-137,derog_neg_emote_h,You and all the other trans in this country make me boil with anger.,hateful,trans people
138,english-138,derog_neg_emote_h,You and all the other gay in this country make me boil with anger.,hateful,gay people
139,english-139,derog_neg_emote_h,You and all the other blacks in this country make me boil with anger.,hateful,black people
140,english-140,derog_neg_emote_h,You and all the other disabled people in this country make me boil with anger.,hateful,disabled people
141,english-141,derog_neg_emote_h,You and all the other muslims in this country make me boil with anger.,hateful,muslims
142,english-142,derog_neg_emote_h,You and all the other immigrants in this country make me boil with anger.,hateful,immigrants
143,english-143,derog_neg_emote_h,You and all the other jews in this country make me boil with anger.,hateful,jews
144,english-144,derog_neg_emote_h,The utter scorn I feel for women is hard to to put into words.,hateful,women
145,english-145,derog_neg_emote_h,The utter scorn I feel for trans is hard to to put into words.,hateful,trans people
146,english-146,derog_neg_emote_h,The utter scorn I feel for gay is hard to to put into words.,hateful,gay people
147,english-147,derog_neg_emote_h,The utter scorn I feel for blacks is hard to to put into words.,hateful,black people
148,english-148,derog_neg_emote_h,The utter scorn I feel for disabled people is hard to to put into words.,hateful,disabled people
149,english-149,derog_neg_emote_h,The utter scorn I feel for muslims is hard to to put into words.,hateful,muslims
150,english-150,derog_neg_emote_h,The utter scorn I feel for immigrants is hard to to put into words.,hateful,immigrants
151,english-151,derog_neg_emote_h,The utter scorn I feel for jews is hard to to put into words.,hateful,jews
152,english-152,derog_neg_emote_h,I absolutely abhor all women.,hateful,women
153,english-153,derog_neg_emote_h,I absolutely abhor all trans.,hateful,trans people
154,english-154,derog_neg_emote_h,I absolutely abhor all gay.,hateful,gay people
155,english-155,derog_neg_emote_h,I absolutely abhor all blacks.,hateful,black people
156,english-156,derog_neg_emote_h,I absolutely abhor all disabled people.,hateful,disabled people
157,english-157,derog_neg_emote_h,I absolutely abhor all muslims.,hateful,muslims
158,english-158,derog_neg_emote_h,I absolutely abhor all immigrants.,hateful,immigrants
159,english-159,derog_neg_emote_h,I absolutely abhor all jews.,hateful,jews
160,english-160,derog_neg_attrib_h,women are disgusting.,hateful,women
161,english-161,derog_neg_attrib_h,trans are disgusting.,hateful,trans people
162,english-162,derog_neg_attrib_h,gay are disgusting.,hateful,gay people
163,english-163,derog_neg_attrib_h,blacks are disgusting.,hateful,black people
164,english-164,derog_neg_attrib_h,disabled people are disgusting.,hateful,disabled people
165,english-165,derog_neg_attrib_h,muslims are disgusting.,hateful,muslims
166,english-166,derog_neg_attrib_h,immigrants are disgusting.,hateful,immigrants
167,english-167,derog_neg_attrib_h,jews are disgusting.,hateful,jews
168,english-168,derog_neg_attrib_h,All women are repulsive.,hateful,women
169,english-169,derog_neg_attrib_h,All trans are repulsive.,hateful,trans people
170,english-170,derog_neg_attrib_h,All gay are repulsive.,hateful,gay people
171,english-171,derog_neg_attrib_h,All blacks are repulsive.,hateful,black people
172,english-172,derog_neg_attrib_h,All disabled people are repulsive.,hateful,disabled people
173,english-173,derog_neg_attrib_h,All muslims are repulsive.,hateful,muslims
174,english-174,derog_neg_attrib_h,All immigrants are repulsive.,hateful,immigrants
175,english-175,derog_neg_attrib_h,All jews are repulsive.,hateful,jews
176,english-176,derog_neg_attrib_h,women are absolutely despicable.,hateful,women
177,english-177,derog_neg_attrib_h,trans are absolutely despicable.,hateful,trans people
178,english-178,derog_neg_attrib_h,gay are absolutely despicable.,hateful,gay people
179,english-179,derog_neg_attrib_h,blacks are absolutely despicable.,hateful,black people
180,english-180,derog_neg_attrib_h,disabled people are absolutely despicable.,hateful,disabled people
181,english-181,derog_neg_attrib_h,muslims are absolutely despicable.,hateful,muslims
182,english-182,derog_neg_attrib_h,immigrants are absolutely despicable.,hateful,immigrants
183,english-183,derog_neg_attrib_h,jews are absolutely despicable.,hateful,jews
184,english-184,derog_neg_attrib_h,women are just so sickening.,hateful,women
185,english-185,derog_neg_attrib_h,trans are just so sickening.,hateful,trans people
186,english-186,derog_neg_attrib_h,gay are just so sickening.,hateful,gay people
187,english-187,derog_neg_attrib_h,blacks are just so sickening.,hateful,black people
188,english-188,derog_neg_attrib_h,disabled people are just so sickening.,hateful,disabled people
189,english-189,derog_neg_attrib_h,muslims are just so sickening.,hateful,muslims
190,english-190,derog_neg_attrib_h,immigrants are just so sickening.,hateful,immigrants
191,english-191,derog_neg_attrib_h,jews are just so sickening.,hateful,jews
192,english-192,derog_neg_attrib_h,women can't stop themselves from being absolutely revolting.,hateful,women
193,english-193,derog_neg_attrib_h,trans can't stop themselves from being absolutely revolting.,hateful,trans people
194,english-194,derog_neg_attrib_h,gay can't stop themselves from being absolutely revolting.,hateful,gay people
195,english-195,derog_neg_attrib_h,blacks can't stop themselves from being absolutely revolting.,hateful,black people
196,english-196,derog_neg_attrib_h,disabled people can't stop themselves from being absolutely revolting.,hateful,disabled people
197,english-197,derog_neg_attrib_h,muslims can't stop themselves from being absolutely revolting.,hateful,muslims
198,english-198,derog_neg_attrib_h,immigrants can't stop themselves from being absolutely revolting.,hateful,immigrants
199,english-199,derog_neg_attrib_h,jews can't stop themselves from being absolutely revolting.,hateful,jews
200,english-200,derog_neg_attrib_h,women like you are repugnant.,hateful,women
201,english-201,derog_neg_attrib_h,trans like you are repugnant.,hateful,trans people
202,english-202,derog_neg_attrib_h,gay like you are repugnant.,hateful,gay people
203,english-203,derog_neg_attrib_h,blacks like you are repugnant.,hateful,black people
204,english-204,derog_neg_attrib_h,disabled people like you are repugnant.,hateful,disabled people
205,english-205,derog_neg_attrib_h,muslims like you are repugnant.,hateful,muslims
206,english-206,derog_neg_attrib_h,immigrants like you are repugnant.,hateful,immigrants
207,english-207,derog_neg_attrib_h,jews like you are repugnant.,hateful,jews
208,english-208,derog_neg_attrib_h,You women are all dishonest.,hateful,women
209,english-209,derog_neg_attrib_h,You trans are all dishonest.,hateful,trans people
210,english-210,derog_neg_attrib_h,You gay are all dishonest.,hateful,gay people
211,english-211,derog_neg_attrib_h,You blacks are all dishonest.,hateful,black people
212,english-212,derog_neg_attrib_h,You disabled people are all dishonest.,hateful,disabled people
213,english-213,derog_neg_attrib_h,You muslims are all dishonest.,hateful,muslims
214,english-214,derog_neg_attrib_h,You immigrants are all dishonest.,hateful,immigrants
215,english-215,derog_neg_attrib_h,You jews are all dishonest.,hateful,jews
216,english-216,derog_neg_attrib_h,All women like them are vile.,hateful,women
217,english-217,derog_neg_attrib_h,All trans like them are vile.,hateful,trans people
218,english-218,derog_neg_attrib_h,All gay like them are vile.,hateful,gay people
219,english-219,derog_neg_attrib_h,All blacks like them are vile.,hateful,black people
220,english-220,derog_neg_attrib_h,All disabled people like them are vile.,hateful,disabled people
221,english-221,derog_neg_attrib_h,All muslims like them are vile.,hateful,muslims
222,english-222,derog_neg_attrib_h,All immigrants like them are vile.,hateful,immigrants
223,english-223,derog_neg_attrib_h,All jews like them are vile.,hateful,jews
224,english-224,derog_neg_attrib_h,women like you are just pathetic.,hateful,women
225,english-225,derog_neg_attrib_h,trans like you are just pathetic.,hateful,trans people
226,english-226,derog_neg_attrib_h,gay like you are just pathetic.,hateful,gay people
227,english-227,derog_neg_attrib_h,blacks like you are just pathetic.,hateful,black people
228,english-228,derog_neg_attrib_h,disabled people like you are just pathetic.,hateful,disabled people
229,english-229,derog_neg_attrib_h,muslims like you are just pathetic.,hateful,muslims
230,english-230,derog_neg_attrib_h,immigrants like you are just pathetic.,hateful,immigrants
231,english-231,derog_neg_attrib_h,jews like you are just pathetic.,hateful,jews
232,english-232,derog_neg_attrib_h,women with any power are a threat to civilisation.,hateful,women
233,english-233,derog_neg_attrib_h,trans with any power are a threat to civilisation.,hateful,trans people
234,english-234,derog_neg_attrib_h,gay with any power are a threat to civilisation.,hateful,gay people
235,english-235,derog_neg_attrib_h,blacks with any power are a threat to civilisation.,hateful,black people
236,english-236,derog_neg_attrib_h,disabled people with any power are a threat to civilisation.,hateful,disabled people
237,english-237,derog_neg_attrib_h,muslims with any power are a threat to civilisation.,hateful,muslims
238,english-238,derog_neg_attrib_h,immigrants with any power are a threat to civilisation.,hateful,immigrants
239,english-239,derog_neg_attrib_h,jews with any power are a threat to civilisation.,hateful,jews
240,english-240,derog_neg_attrib_h,women being in charge is a danger to our country.,hateful,women
241,english-241,derog_neg_attrib_h,trans being in charge is a danger to our country.,hateful,trans people
242,english-242,derog_neg_attrib_h,gay being in charge is a danger to our country.,hateful,gay people
243,english-243,derog_neg_attrib_h,blacks being in charge is a danger to our country.,hateful,black people
244,english-244,derog_neg_attrib_h,disabled people being in charge is a danger to our country.,hateful,disabled people
245,english-245,derog_neg_attrib_h,muslims being in charge is a danger to our country.,hateful,muslims
246,english-246,derog_neg_attrib_h,immigrants being in charge is a danger to our country.,hateful,immigrants
247,english-247,derog_neg_attrib_h,jews being in charge is a danger to our country.,hateful,jews
248,english-248,derog_neg_attrib_h,It's in women's nature to be uncivilised.,hateful,women
249,english-249,derog_neg_attrib_h,It's in trans's nature to be uncivilised.,hateful,trans people
250,english-250,derog_neg_attrib_h,It's in gay's nature to be uncivilised.,hateful,gay people
251,english-251,derog_neg_attrib_h,It's in blacks's nature to be uncivilised.,hateful,black people
252,english-252,derog_neg_attrib_h,It's in disabled people's nature to be uncivilised.,hateful,disabled people
253,english-253,derog_neg_attrib_h,It's in muslims's nature to be uncivilised.,hateful,muslims
254,english-254,derog_neg_attrib_h,It's in immigrants's nature to be uncivilised.,hateful,immigrants
255,english-255,derog_neg_attrib_h,It's in jews's nature to be uncivilised.,hateful,jews
256,english-256,derog_neg_attrib_h,Only women are that violent and cruel.,hateful,women
257,english-257,derog_neg_attrib_h,Only trans are that violent and cruel.,hateful,trans people
258,english-258,derog_neg_attrib_h,Only gay are that violent and cruel.,hateful,gay people
259,english-259,derog_neg_attrib_h,Only blacks are that violent and cruel.,hateful,black people
260,english-260,derog_neg_attrib_h,Only disabled people are that violent and cruel.,hateful,disabled people
261,english-261,derog_neg_attrib_h,Only muslims are that violent and cruel.,hateful,muslims
262,english-262,derog_neg_attrib_h,Only immigrants are that violent and cruel.,hateful,immigrants
263,english-263,derog_neg_attrib_h,Only jews are that violent and cruel.,hateful,jews
264,english-264,derog_neg_attrib_h,Only women can be so ignorant.,hateful,women
265,english-265,derog_neg_attrib_h,Only trans can be so ignorant.,hateful,trans people
266,english-266,derog_neg_attrib_h,Only gay can be so ignorant.,hateful,gay people
267,english-267,derog_neg_attrib_h,Only blacks can be so ignorant.,hateful,black people
268,english-268,derog_neg_attrib_h,Only disabled people can be so ignorant.,hateful,disabled people
269,english-269,derog_neg_attrib_h,Only muslims can be so ignorant.,hateful,muslims
270,english-270,derog_neg_attrib_h,Only immigrants can be so ignorant.,hateful,immigrants
271,english-271,derog_neg_attrib_h,Only jews can be so ignorant.,hateful,jews
272,english-272,derog_neg_attrib_h,No one else is as filthy as these women.,hateful,women
273,english-273,derog_neg_attrib_h,No one else is as filthy as these trans.,hateful,trans people
274,english-274,derog_neg_attrib_h,No one else is as filthy as these gay.,hateful,gay people
275,english-275,derog_neg_attrib_h,No one else is as filthy as these blacks.,hateful,black people
276,english-276,derog_neg_attrib_h,No one else is as filthy as these disabled people.,hateful,disabled people
277,english-277,derog_neg_attrib_h,No one else is as filthy as these muslims.,hateful,muslims
278,english-278,derog_neg_attrib_h,No one else is as filthy as these immigrants.,hateful,immigrants
279,english-279,derog_neg_attrib_h,No one else is as filthy as these jews.,hateful,jews
280,english-280,derog_neg_attrib_h,Typical of a woman to be that stupid.,hateful,women
281,english-281,derog_neg_attrib_h,Typical of a trans to be that stupid.,hateful,trans people
282,english-282,derog_neg_attrib_h,Typical of a gay to be that stupid.,hateful,gay people
283,english-283,derog_neg_attrib_h,Typical of a black to be that stupid.,hateful,black people
284,english-284,derog_neg_attrib_h,Typical of a disabled person to be that stupid.,hateful,disabled people
285,english-285,derog_neg_attrib_h,Typical of a muslim to be that stupid.,hateful,muslims
286,english-286,derog_neg_attrib_h,Typical of a immigrant to be that stupid.,hateful,immigrants
287,english-287,derog_neg_attrib_h,Typical of a jew to be that stupid.,hateful,jews
288,english-288,derog_neg_attrib_h,women are without a doubt the stupidest people on this planet.,hateful,women
289,english-289,derog_neg_attrib_h,trans are without a doubt the stupidest people on this planet.,hateful,trans people
290,english-290,derog_neg_attrib_h,gay are without a doubt the stupidest people on this planet.,hateful,gay people
291,english-291,derog_neg_attrib_h,blacks are without a doubt the stupidest people on this planet.,hateful,black people
292,english-292,derog_neg_attrib_h,disabled people are without a doubt the stupidest people on this planet.,hateful,disabled people
293,english-293,derog_neg_attrib_h,muslims are without a doubt the stupidest people on this planet.,hateful,muslims
294,english-294,derog_neg_attrib_h,immigrants are without a doubt the stupidest people on this planet.,hateful,immigrants
295,english-295,derog_neg_attrib_h,jews are without a doubt the stupidest people on this planet.,hateful,jews
296,english-296,derog_neg_attrib_h,It's always the woman that is the dumb one.,hateful,women
297,english-297,derog_neg_attrib_h,It's always the trans that is the dumb one.,hateful,trans people
298,english-298,derog_neg_attrib_h,It's always the gay that is the dumb one.,hateful,gay people
299,english-299,derog_neg_attrib_h,It's always the black that is the dumb one.,hateful,black people
300,english-300,derog_neg_attrib_h,It's always the disabled person that is the dumb one.,hateful,disabled people
301,english-301,derog_neg_attrib_h,It's always the muslim that is the dumb one.,hateful,muslims
302,english-302,derog_neg_attrib_h,It's always the immigrant that is the dumb one.,hateful,immigrants
303,english-303,derog_neg_attrib_h,It's always the jew that is the dumb one.,hateful,jews
304,english-304,derog_neg_attrib_h,women are just the dumbest people.,hateful,women
305,english-305,derog_neg_attrib_h,trans are just the dumbest people.,hateful,trans people
306,english-306,derog_neg_attrib_h,gay are just the dumbest people.,hateful,gay people
307,english-307,derog_neg_attrib_h,blacks are just the dumbest people.,hateful,black people
308,english-308,derog_neg_attrib_h,disabled people are just the dumbest people.,hateful,disabled people
309,english-309,derog_neg_attrib_h,muslims are just the dumbest people.,hateful,muslims
310,english-310,derog_neg_attrib_h,immigrants are just the dumbest people.,hateful,immigrants
311,english-311,derog_neg_attrib_h,jews are just the dumbest people.,hateful,jews
312,english-312,derog_neg_attrib_h,women really are brainless without exception.,hateful,women
313,english-313,derog_neg_attrib_h,trans really are brainless without exception.,hateful,trans people
314,english-314,derog_neg_attrib_h,gay really are brainless without exception.,hateful,gay people
315,english-315,derog_neg_attrib_h,blacks really are brainless without exception.,hateful,black people
316,english-316,derog_neg_attrib_h,disabled people really are brainless without exception.,hateful,disabled people
317,english-317,derog_neg_attrib_h,muslims really are brainless without exception.,hateful,muslims
318,english-318,derog_neg_attrib_h,immigrants really are brainless without exception.,hateful,immigrants
319,english-319,derog_neg_attrib_h,jews really are brainless without exception.,hateful,jews
320,english-320,derog_dehum_h,women are scum.,hateful,women
321,english-321,derog_dehum_h,trans are scum.,hateful,trans people
322,english-322,derog_dehum_h,gay are scum.,hateful,gay people
323,english-323,derog_dehum_h,blacks are scum.,hateful,black people
324,english-324,derog_dehum_h,disabled people are scum.,hateful,disabled people
325,english-325,derog_dehum_h,muslims are scum.,hateful,muslims
326,english-326,derog_dehum_h,immigrants are scum.,hateful,immigrants
327,english-327,derog_dehum_h,jews are scum.,hateful,jews
328,english-328,derog_dehum_h,women are worthless dirt.,hateful,women
329,english-329,derog_dehum_h,trans are worthless dirt.,hateful,trans people
330,english-330,derog_dehum_h,gay are worthless dirt.,hateful,gay people
331,english-331,derog_dehum_h,blacks are worthless dirt.,hateful,black people
332,english-332,derog_dehum_h,disabled people are worthless dirt.,hateful,disabled people
333,english-333,derog_dehum_h,muslims are worthless dirt.,hateful,muslims
334,english-334,derog_dehum_h,immigrants are worthless dirt.,hateful,immigrants
335,english-335,derog_dehum_h,jews are worthless dirt.,hateful,jews
336,english-336,derog_dehum_h,women like you are absolute filth.,hateful,women
337,english-337,derog_dehum_h,trans like you are absolute filth.,hateful,trans people
338,english-338,derog_dehum_h,gay like you are absolute filth.,hateful,gay people
339,english-339,derog_dehum_h,blacks like you are absolute filth.,hateful,black people
340,english-340,derog_dehum_h,disabled people like you are absolute filth.,hateful,disabled people
341,english-341,derog_dehum_h,muslims like you are absolute filth.,hateful,muslims
342,english-342,derog_dehum_h,immigrants like you are absolute filth.,hateful,immigrants
343,english-343,derog_dehum_h,jews like you are absolute filth.,hateful,jews
344,english-344,derog_dehum_h,You are nothing but common woman trash.,hateful,women
345,english-345,derog_dehum_h,You are nothing but common trans trash.,hateful,trans people
346,english-346,derog_dehum_h,You are nothing but common gay trash.,hateful,gay people
347,english-347,derog_dehum_h,You are nothing but common black trash.,hateful,black people
348,english-348,derog_dehum_h,You are nothing but common disabled person trash.,hateful,disabled people
349,english-349,derog_dehum_h,You are nothing but common muslim trash.,hateful,muslims
350,english-350,derog_dehum_h,You are nothing but common immigrant trash.,hateful,immigrants
351,english-351,derog_dehum_h,You are nothing but common jew trash.,hateful,jews
352,english-352,derog_dehum_h,women are nothing but refuse.,hateful,women
353,english-353,derog_dehum_h,trans are nothing but refuse.,hateful,trans people
354,english-354,derog_dehum_h,gay are nothing but refuse.,hateful,gay people
355,english-355,derog_dehum_h,blacks are nothing but refuse.,hateful,black people
356,english-356,derog_dehum_h,disabled people are nothing but refuse.,hateful,disabled people
357,english-357,derog_dehum_h,muslims are nothing but refuse.,hateful,muslims
358,english-358,derog_dehum_h,immigrants are nothing but refuse.,hateful,immigrants
359,english-359,derog_dehum_h,jews are nothing but refuse.,hateful,jews
360,english-360,derog_dehum_h,women are parasites to our society.,hateful,women
361,english-361,derog_dehum_h,trans are parasites to our society.,hateful,trans people
362,english-362,derog_dehum_h,gay are parasites to our society.,hateful,gay people
