text,label
Eu não sinto nada além de desprezo por imigrantes.,1
Esses negros me dão tanto nojo.,1
Esses gays me dão tanto nojo.,1
Esses judeus me dão tanto nojo.,1
Esses deficientes me dão tanto nojo.,1
Esses muçulmanos me dão tanto nojo.,1
Esses imigrantes me dão tanto nojo.,1
Essas mulheres me dão tanto nojo.,1
Essas pessoas trans me dão tanto nojo.,1
mulheres são o pior que existe.,1
negros são o pior que existe.,1
gays são o pior que existe.,1
pessoas trans são o pior que existe.,1
judeus são o pior que existe.,1
deficientes são o pior que existe.,1
muçulmanos são o pior que existe.,1
imigrantes são o pior que existe.,1
Vocês mulheres me dão nojo.,1
Vocês negros me dão nojo.,1
Vocês gays me dão nojo.,1
Vocês pessoas trans me dão nojo.,1
Vocês judeus me dão nojo.,1
Vocês deficientes me dão nojo.,1
Vocês muçulmanos me dão nojo.,1
Vocês imigrantes me dão nojo.,1
Não há nada pior do que um negro.,1
Não há nada pior do que um gay.,1
Não há nada pior do que um judeu.,1
Não há nada pior do que um deficiente.,1
Não há nada pior do que um muçulmano.,1
Não há nada pior do que um imigrante.,1
Não há nada pior do que uma mulher.,1
Não há nada pior do que uma pessoa trans.,1
Ver mulheres neste lugar me deixa com muita raiva.,1
Ver negros neste lugar me deixa com muita raiva.,1
Ver gays neste lugar me deixa com muita raiva.,1
Ver pessoas trans neste lugar me deixa com muita raiva.,1
Ver judeus neste lugar me deixa com muita raiva.,1
Ver deficientes neste lugar me deixa com muita raiva.,1
Ver muçulmanos neste lugar me deixa com muita raiva.,1
Ver imigrantes neste lugar me deixa com muita raiva.,1
mulheres que pensam que são iguais a mim me deixam com muita raiva,1
negros que pensam que são iguais a mim me deixam com muita raiva,1
gays que pensam que são iguais a mim me deixam com muita raiva,1
pessoas trans que pensam que são iguais a mim me deixam com muita raiva,1
judeus que pensam que são iguais a mim me deixam com muita raiva,1
deficientes que pensam que são iguais a mim me deixam com muita raiva,1
muçulmanos que pensam que são iguais a mim me deixam com muita raiva,1
imigrantes que pensam que são iguais a mim me deixam com muita raiva,1
mulheres como você me deixam furioso.,1
negros como você me deixam furioso.,1
gays como você me deixam furioso.,1
pessoas trans como você me deixam furioso.,1
judeus como você me deixam furioso.,1
deficientes como você me deixam furioso.,1
muçulmanos como você me deixam furioso.,1
imigrantes como você me deixam furioso.,1
Vocês e todos os outros negros neste país me deixam fervendo de raiva.,1
Vocês e todos os outros gays neste país me deixam fervendo de raiva.,1
Vocês e todos os outros judeus neste país me deixam fervendo de raiva.,1
Vocês e todos os outros deficientes neste país me deixam fervendo de raiva.,1
Vocês e todos os outros muçulmanos neste país me deixam fervendo de raiva.,1
Vocês e todos os outros imigrantes neste país me deixam fervendo de raiva.,1
Vocês e todas as outras mulheres neste país me deixam fervendo de raiva.,1
Vocês e todas as outras pessoas trans neste país me deixam fervendo de raiva.,1
O profundo desprezo que sinto por mulheres é difícil de colocar em palavras.,1
O profundo desprezo que sinto por negros é difícil de colocar em palavras.,1
O profundo desprezo que sinto por gays é difícil de colocar em palavras.,1
O profundo desprezo que sinto por pessoas trans é difícil de colocar em palavras.,1
O profundo desprezo que sinto por judeus é difícil de colocar em palavras.,1
O profundo desprezo que sinto por deficientes é difícil de colocar em palavras.,1
O profundo desprezo que sinto por muçulmanos é difícil de colocar em palavras.,1
O profundo desprezo que sinto por imigrantes é difícil de colocar em palavras.,1
Eu abomino todos os negros.,1
Eu abomino todos os gays.,1
Eu abomino todos os judeus.,1
Eu abomino todos os deficientes.,1
Eu abomino todos os muçulmanos.,1
Eu abomino todos os imigrantes.,1
Eu abomino todas as mulheres.,1
Eu abomino todas as pessoas trans.,1
negros são nojentos.,1
gays são nojentos.,1
judeus são nojentos.,1
deficientes são nojentos.,1
muçulmanos são nojentos.,1
imigrantes são nojentos.,1
mulheres são nojentas.,1
pessoas trans são nojentas.,1
Todos os negros são repulsivos.,1
Todos os gays são repulsivos.,1
Todos os judeus são repulsivos.,1
Todos os deficientes são repulsivos.,1
Todos os muçulmanos são repulsivos.,1
Todos os imigrantes são repulsivos.,1
Todas as mulheres são repulsivas.,1
Todas as pessoas trans são repulsivas.,1
mulheres são totalmente desprezíveis.,1
negros são totalmente desprezíveis.,1
gays são totalmente desprezíveis.,1
pessoas trans são totalmente desprezíveis.,1
judeus são totalmente desprezíveis.,1
deficientes são totalmente desprezíveis.,1
muçulmanos são totalmente desprezíveis.,1
imigrantes são totalmente desprezíveis.,1
mulheres são simplesmente enjoativos.,1
negros são simplesmente enjoativos.,1
gays são simplesmente enjoativos.,1
pessoas trans são simplesmente enjoativos.,1
judeus são simplesmente enjoativos.,1
deficientes são simplesmente enjoativos.,1
muçulmanos são simplesmente enjoativos.,1
imigrantes são simplesmente enjoativos.,1
negros não conseguem deixar de ser completamente repulsivos.,1
gays não conseguem deixar de ser completamente repulsivos.,1
judeus não conseguem deixar de ser completamente repulsivos.,1
deficientes não conseguem deixar de ser completamente repulsivos.,1
muçulmanos não conseguem deixar de ser completamente repulsivos.,1
imigrantes não conseguem deixar de ser completamente repulsivos.,1
mulheres não conseguem deixar de ser completamente repulsivas.,1
pessoas trans não conseguem deixar de ser completamente repulsivas.,1
mulheres como vocês são repugnantes,1
negros como vocês são repugnantes,1
gays como vocês são repugnantes,1
pessoas trans como vocês são repugnantes,1
judeus como vocês são repugnantes,1
deficientes como vocês são repugnantes,1
muçulmanos como vocês são repugnantes,1
imigrantes como vocês são repugnantes,1
Vocês negros são todos desonestos.,1
Vocês gays são todos desonestos.,1
Vocês judeus são todos desonestos.,1
Vocês deficientes são todos desonestos.,1
Vocês muçulmanos são todos desonestos.,1
Vocês imigrantes são todos desonestos.,1
Vocês mulheres são todas desonestas.,1
Vocês pessoas trans são todas desonestas.,1
Todos os negros como eles são abomináveis.,1
Todos os gays como eles são abomináveis.,1
Todos os judeus como eles são abomináveis.,1
Todos os deficientes como eles são abomináveis.,1
Todos os muçulmanos como eles são abomináveis.,1
Todos os imigrantes como eles são abomináveis.,1
Todas as mulheres como elas são abomináveis.,1
Todas as pessoas trans como elas são abomináveis.,1
negros como vocês são simplemente patéticos.,1
gays como vocês são simplemente patéticos.,1
judeus como vocês são simplemente patéticos.,1
deficientes como vocês são simplemente patéticos.,1
muçulmanos como vocês são simplemente patéticos.,1
imigrantes como vocês são simplemente patéticos.,1
mulheres como vocês são simplemente patéticas.,1
pessoas trans como vocês são simplemente patéticas.,1
mulheres com qualquer tipo de poder são uma ameaça para a civilização.,1
negros com qualquer tipo de poder são uma ameaça para a civilização.,1
gays com qualquer tipo de poder são uma ameaça para a civilização.,1
pessoas trans com qualquer tipo de poder são uma ameaça para a civilização.,1
judeus com qualquer tipo de poder são uma ameaça para a civilização.,1
deficientes com qualquer tipo de poder são uma ameaça para a civilização.,1
muçulmanos com qualquer tipo de poder são uma ameaça para a civilização.,1
imigrantes com qualquer tipo de poder são uma ameaça para a civilização.,1
mulheres no comando são um perigo para o nosso país.,1
negros no comando são um perigo para o nosso país.,1
gays no comando são um perigo para o nosso país.,1
pessoas trans no comando são um perigo para o nosso país.,1
judeus no comando são um perigo para o nosso país.,1
deficientes no comando são um perigo para o nosso país.,1
muçulmanos no comando são um perigo para o nosso país.,1
imigrantes no comando são um perigo para o nosso país.,1
Está na natureza dos negros ser primitivos.,1
Está na natureza dos gays ser primitivos.,1
Está na natureza dos judeus ser primitivos.,1
Está na natureza dos deficientes ser primitivos.,1
Está na natureza dos muçulmanos ser primitivos.,1
Está na natureza dos imigrantes ser primitivos.,1
Está na natureza das mulheres ser primitivas.,1
Está na natureza das pessoas trans ser primitivas.,1
Só os negros são tão violentos e cruéis.,1
Só os gays são tão violentos e cruéis.,1
Só os judeus são tão violentos e cruéis.,1
Só os deficientes são tão violentos e cruéis.,1
Só os muçulmanos são tão violentos e cruéis.,1
Só os imigrantes são tão violentos e cruéis.,1
Só as mulheres são tão violentas e cruéis.,1
Só as pessoas trans são tão violentas e cruéis.,1
Somente mulheres podem ser tão ignorantes.,1
Somente negros podem ser tão ignorantes.,1
Somente gays podem ser tão ignorantes.,1
Somente pessoas trans podem ser tão ignorantes.,1
Somente judeus podem ser tão ignorantes.,1
Somente deficientes podem ser tão ignorantes.,1
Somente muçulmanos podem ser tão ignorantes.,1
Somente imigrantes podem ser tão ignorantes.,1
Ninguém é tão imundo quanto estes negros.,1
Ninguém é tão imundo quanto estes gays.,1
Ninguém é tão imundo quanto estes judeus.,1
Ninguém é tão imundo quanto estes deficientes.,1
Ninguém é tão imundo quanto estes muçulmanos.,1
Ninguém é tão imundo quanto estes imigrantes.,1
Ninguém é tão imunda quanto estas mulheres.,1
Ninguém é tão imunda quanto estas pessoas trans.,1
Típico de um negro ser assim tão idiota.,1
Típico de um gay ser assim tão idiota.,1
Típico de um judeu ser assim tão idiota.,1
Típico de um deficiente ser assim tão idiota.,1
Típico de um muçulmano ser assim tão idiota.,1
Típico de um imigrante ser assim tão idiota.,1
Típico de uma mulher ser assim tão idiota.,1
Típico de uma pessoa trans ser assim tão idiota.,1
mulheres são sem dúvida as pessoas mais estúpidas deste planeta.,1
negros são sem dúvida as pessoas mais estúpidas deste planeta.,1
gays são sem dúvida as pessoas mais estúpidas deste planeta.,1
pessoas trans são sem dúvida as pessoas mais estúpidas deste planeta.,1
judeus são sem dúvida as pessoas mais estúpidas deste planeta.,1
deficientes são sem dúvida as pessoas mais estúpidas deste planeta.,1
muçulmanos são sem dúvida as pessoas mais estúpidas deste planeta.,1
imigrantes são sem dúvida as pessoas mais estúpidas deste planeta.,1
É sempre o negro que é o burro.,1
É sempre o gay que é o burro.,1
É sempre o judeu que é o burro.,1
É sempre o deficiente que é o burro.,1
É sempre o muçulmano que é o burro.,1
É sempre o imigrante que é o burro.,1
É sempre a mulher que é a burra.,1
É sempre a pessoa trans que é a burra.,1
mulheres são simplesmente as pessoas mais burras.,1
negros são simplesmente as pessoas mais burras.,1
gays são simplesmente as pessoas mais burras.,1
pessoas trans são simplesmente as pessoas mais burras.,1
judeus são simplesmente as pessoas mais burras.,1
deficientes são simplesmente as pessoas mais burras.,1
muçulmanos são simplesmente as pessoas mais burras.,1
imigrantes são simplesmente as pessoas mais burras.,1
"mulheres realmente não têm cérebro, sem exceção.",1
"negros realmente não têm cérebro, sem exceção.",1
"gays realmente não têm cérebro, sem exceção.",1
"pessoas trans realmente não têm cérebro, sem exceção.",1
"judeus realmente não têm cérebro, sem exceção.",1
"deficientes realmente não têm cérebro, sem exceção.",1
"muçulmanos realmente não têm cérebro, sem exceção.",1
"imigrantes realmente não têm cérebro, sem exceção.",1
mulheres são a escória da sociedade.,1
negros são a escória da sociedade.,1
gays são a escória da sociedade.,1
pessoas trans são a escória da sociedade.,1
judeus são a escória da sociedade.,1
deficientes são a escória da sociedade.,1
muçulmanos são a escória da sociedade.,1
imigrantes são a escória da sociedade.,1
mulheres são sujeira sem valor.,1
negros são sujeira sem valor.,1
gays são sujeira sem valor.,1
pessoas trans são sujeira sem valor.,1
judeus são sujeira sem valor.,1
deficientes são sujeira sem valor.,1
muçulmanos são sujeira sem valor.,1
imigrantes são sujeira sem valor.,1
mulheres como você são uma imundície absoluta.,1
negros como você são uma imundície absoluta.,1
gays como você são uma imundície absoluta.,1
pessoas trans como você são uma imundície absoluta.,1
judeus como você são uma imundície absoluta.,1
deficientes como você são uma imundície absoluta.,1
muçulmanos como você são uma imundície absoluta.,1
imigrantes como você são uma imundície absoluta.,1
Os negros como você não não nada além de lixo.,1
Os gays como você não não nada além de lixo.,1
Os judeus como você não não nada além de lixo.,1
Os deficientes como você não não nada além de lixo.,1
Os muçulmanos como você não não nada além de lixo.,1
Os imigrantes como você não não nada além de lixo.,1
As mulheres como você não não nada além de lixo.,1
As pessoas trans como você não não nada além de lixo.,1
mulheres não são mais do que lixo.,1
negros não são mais do que lixo.,1
gays não são mais do que lixo.,1
pessoas trans não são mais do que lixo.,1
judeus não são mais do que lixo.,1
deficientes não são mais do que lixo.,1
muçulmanos não são mais do que lixo.,1
imigrantes não são mais do que lixo.,1
mulheres são parasitas da nossa sociedade.,1
negros são parasitas da nossa sociedade.,1
gays são parasitas da nossa sociedade.,1
pessoas trans são parasitas da nossa sociedade.,1
judeus são parasitas da nossa sociedade.,1
deficientes são parasitas da nossa sociedade.,1
muçulmanos são parasitas da nossa sociedade.,1
imigrantes são parasitas da nossa sociedade.,1
Esses negros não são mais do que baratas.,1
Esses gays não são mais do que baratas.,1
Esses judeus não são mais do que baratas.,1
Esses deficientes não são mais do que baratas.,1
Esses muçulmanos não são mais do que baratas.,1
Esses imigrantes não são mais do que baratas.,1
Essas mulheres não são mais do que baratas.,1
Essas pessoas trans não são mais do que baratas.,1
mulheres são lixo humano.,1
negros são lixo humano.,1
gays são lixo humano.,1
pessoas trans são lixo humano.,1
judeus são lixo humano.,1
deficientes são lixo humano.,1
muçulmanos são lixo humano.,1
imigrantes são lixo humano.,1
mulheres são seres inferiores.,1
negros são seres inferiores.,1
gays são seres inferiores.,1
pessoas trans são seres inferiores.,1
judeus são seres inferiores.,1
deficientes são seres inferiores.,1
muçulmanos são seres inferiores.,1
imigrantes são seres inferiores.,1
mulheres são uma praga.,1
negros são uma praga.,1
gays são uma praga.,1
pessoas trans são uma praga.,1
judeus são uma praga.,1
deficientes são uma praga.,1
muçulmanos são uma praga.,1
imigrantes são uma praga.,1
mulheres como você não são melhores do que ratos.,1
negros como você não são melhores do que ratos.,1
gays como você não são melhores do que ratos.,1
pessoas trans como você não são melhores do que ratos.,1
judeus como você não são melhores do que ratos.,1
deficientes como você não são melhores do que ratos.,1
muçulmanos como você não são melhores do que ratos.,1
imigrantes como você não são melhores do que ratos.,1
"mulheres, suas vidas não valem nada.",1
"negros, suas vidas não valem nada.",1
"gays, suas vidas não valem nada.",1
"pessoas trans, suas vidas não valem nada.",1
"judeus, suas vidas não valem nada.",1
"deficientes, suas vidas não valem nada.",1
"muçulmanos, suas vidas não valem nada.",1
"imigrantes, suas vidas não valem nada.",1
As vidas dos negros não valem absolutamente nada.,1
As vidas dos gays não valem absolutamente nada.,1
As vidas dos judeus não valem absolutamente nada.,1
As vidas dos deficientes não valem absolutamente nada.,1
As vidas dos muçulmanos não valem absolutamente nada.,1
As vidas dos imigrantes não valem absolutamente nada.,1
As vidas das mulheres não valem absolutamente nada.,1
As vidas das pessoas trans não valem absolutamente nada.,1
Isso serve para vermes como vocês mulheres.,1
Isso serve para vermes como vocês negros.,1
Isso serve para vermes como vocês gays.,1
Isso serve para vermes como vocês pessoas trans.,1
Isso serve para vermes como vocês judeus.,1
Isso serve para vermes como vocês deficientes.,1
Isso serve para vermes como vocês muçulmanos.,1
Isso serve para vermes como vocês imigrantes.,1
mulheres são apenas um desperdício de espaço.,1
negros são apenas um desperdício de espaço.,1
gays são apenas um desperdício de espaço.,1
pessoas trans são apenas um desperdício de espaço.,1
judeus são apenas um desperdício de espaço.,1
deficientes são apenas um desperdício de espaço.,1
muçulmanos são apenas um desperdício de espaço.,1
imigrantes são apenas um desperdício de espaço.,1
mulheres são um vírus.,1
negros são um vírus.,1
gays são um vírus.,1
pessoas trans são um vírus.,1
judeus são um vírus.,1
deficientes são um vírus.,1
muçulmanos são um vírus.,1
imigrantes são um vírus.,1
mulheres são um câncer.,1
negros são um câncer.,1
gays são um câncer.,1
pessoas trans são um câncer.,1
judeus são um câncer.,1
deficientes são um câncer.,1
muçulmanos são um câncer.,1
imigrantes são um câncer.,1
Você e todos os outros negros são uma praga para a sociedade.,1
Você e todos os outros gays são uma praga para a sociedade.,1
Você e todos os outros judeus são uma praga para a sociedade.,1
Você e todos os outros deficientes são uma praga para a sociedade.,1
Você e todos os outros muçulmanos são uma praga para a sociedade.,1
Você e todos os outros imigrantes são uma praga para a sociedade.,1
Você e todas as outras mulheres são uma praga para a sociedade.,1
Você e todas as outras pessoas trans são uma praga para a sociedade.,1
mulheres são criaturas sub-humanas.,1
negros são criaturas sub-humanas.,1
gays são criaturas sub-humanas.,1
pessoas trans são criaturas sub-humanas.,1
judeus são criaturas sub-humanas.,1
deficientes são criaturas sub-humanas.,1
muçulmanos são criaturas sub-humanas.,1
imigrantes são criaturas sub-humanas.,1
Enxames de mulheres estão infestando nosso governo.,1
Enxames de negros estão infestando nosso governo.,1
Enxames de gays estão infestando nosso governo.,1
Enxames de pessoas trans estão infestando nosso governo.,1
Enxames de judeus estão infestando nosso governo.,1
Enxames de deficientes estão infestando nosso governo.,1
Enxames de muçulmanos estão infestando nosso governo.,1
Enxames de imigrantes estão infestando nosso governo.,1
O lugar de mulheres é no zoológico.,1
O lugar de negros é no zoológico.,1
O lugar de gays é no zoológico.,1
O lugar de pessoas trans é no zoológico.,1
O lugar de judeus é no zoológico.,1
O lugar de deficientes é no zoológico.,1
O lugar de muçulmanos é no zoológico.,1
O lugar de imigrantes é no zoológico.,1
"negros que estão doentes devem ser levados a um veterinário, não a um médico.",1
"gays que estão doentes devem ser levados a um veterinário, não a um médico.",1
"judeus que estão doentes devem ser levados a um veterinário, não a um médico.",1
"deficientes que estão doentes devem ser levados a um veterinário, não a um médico.",1
"muçulmanos que estão doentes devem ser levados a um veterinário, não a um médico.",1
"imigrantes que estão doentes devem ser levados a um veterinário, não a um médico.",1
"mulheres que estão doentes devem ser levados a um veterinário, não a um médico.",1
"pessoas trans que estão doentes devem ser levados a um veterinário, não a um médico.",1
Meu cachorro é mais esperto do que qualquer mulher jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer negro jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer gay jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer pessoa trans jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer judeu jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer deficiente jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer muçulmano jamais poderia ser.,1
Meu cachorro é mais esperto do que qualquer imigrante jamais poderia ser.,1
Esse macaco é mais inteligente do que todos vocês negros juntos.,1
Esse macaco é mais inteligente do que todos vocês gays juntos.,1
Esse macaco é mais inteligente do que todos vocês judeus juntos.,1
Esse macaco é mais inteligente do que todos vocês deficientes juntos.,1
Esse macaco é mais inteligente do que todos vocês muçulmanos juntos.,1
Esse macaco é mais inteligente do que todos vocês imigrantes juntos.,1
Esse macaco é mais inteligente do que todas vocês mulheres juntas.,1
Esse macaco é mais inteligente do que todas vocês pessoas trans juntas.,1
negros devem ser descartados em lixões.,1
gays devem ser descartados em lixões.,1
judeus devem ser descartados em lixões.,1
deficientes devem ser descartados em lixões.,1
muçulmanos devem ser descartados em lixões.,1
imigrantes devem ser descartados em lixões.,1
mulheres devem ser descartadas em lixões.,1
pessoas trans devem ser descartadas em lixões.,1
Eu jamais comeria algo que foi tocado por um negro,1
Eu jamais comeria algo que foi tocado por um gay,1
Eu jamais comeria algo que foi tocado por um judeu,1
Eu jamais comeria algo que foi tocado por um deficiente,1
Eu jamais comeria algo que foi tocado por um muçulmano,1
Eu jamais comeria algo que foi tocado por um imigrante,1
Eu jamais comeria algo que foi tocado por uma mulher,1
Eu jamais comeria algo que foi tocado por uma pessoa trans,1
Eu me preocupo mais com a sujeira do meu sapato do que com os negros,1
Eu me preocupo mais com a sujeira do meu sapato do que com os gays,1
Eu me preocupo mais com a sujeira do meu sapato do que com os judeus,1
Eu me preocupo mais com a sujeira do meu sapato do que com os deficientes,1
Eu me preocupo mais com a sujeira do meu sapato do que com os muçulmanos,1
Eu me preocupo mais com a sujeira do meu sapato do que com os imigrantes,1
Eu me preocupo mais com a sujeira do meu sapato do que com as mulheres,1
Eu me preocupo mais com a sujeira do meu sapato do que com as pessoas trans,1
A vida de qualquer inseto vale mais do que a de um negro.,1
A vida de qualquer inseto vale mais do que a de um gay.,1
A vida de qualquer inseto vale mais do que a de um judeu.,1
A vida de qualquer inseto vale mais do que a de um deficiente.,1
A vida de qualquer inseto vale mais do que a de um muçulmano.,1
A vida de qualquer inseto vale mais do que a de um imigrante.,1
A vida de qualquer inseto vale mais do que a de uma mulher.,1
A vida de qualquer inseto vale mais do que a de uma pessoa trans.,1
Devemos testar novos medicamentos em mulheres antes de testá-los em animais.,1
Devemos testar novos medicamentos em negros antes de testá-los em animais.,1
Devemos testar novos medicamentos em gays antes de testá-los em animais.,1
Devemos testar novos medicamentos em pessoas trans antes de testá-los em animais.,1
Devemos testar novos medicamentos em judeus antes de testá-los em animais.,1
Devemos testar novos medicamentos em deficientes antes de testá-los em animais.,1
Devemos testar novos medicamentos em muçulmanos antes de testá-los em animais.,1
Devemos testar novos medicamentos em imigrantes antes de testá-los em animais.,1
Eu não vejo nenhuma diferença entre um rato morto e um negro morto.,1
Eu não vejo nenhuma diferença entre um rato morto e um gay morto.,1
Eu não vejo nenhuma diferença entre um rato morto e um judeu morto.,1
Eu não vejo nenhuma diferença entre um rato morto e um deficiente morto.,1
Eu não vejo nenhuma diferença entre um rato morto e um muçulmano morto.,1
Eu não vejo nenhuma diferença entre um rato morto e um imigrante morto.,1
Eu não vejo nenhuma diferença entre um rato morto e uma {female_IDENT_S] morta.,1
Me espanta que as pessoas se importem minimamente com a vida dos negros,1
Me espanta que as pessoas se importem minimamente com a vida dos gays,1
Me espanta que as pessoas se importem minimamente com a vida dos judeus,1
Me espanta que as pessoas se importem minimamente com a vida dos deficientes,1
Me espanta que as pessoas se importem minimamente com a vida dos muçulmanos,1
Me espanta que as pessoas se importem minimamente com a vida dos imigrantes,1
Me espanta que as pessoas se importem minimamente com a vida das mulheres,1
Me espanta que as pessoas se importem minimamente com a vida das pessoas trans,1
Os negros deveriam ser todos enjaulados.,1
Os gays deveriam ser todos enjaulados.,1
Os judeus deveriam ser todos enjaulados.,1
Os deficientes deveriam ser todos enjaulados.,1
Os muçulmanos deveriam ser todos enjaulados.,1
Os imigrantes deveriam ser todos enjaulados.,1
As mulheres deveriam ser todas enjauladas.,1
As pessoas trans deveriam ser todas enjauladas.,1
Colocar um negro no comando é o maior erro que alguém pode cometer.,1
Colocar um gay no comando é o maior erro que alguém pode cometer.,1
Colocar um judeu no comando é o maior erro que alguém pode cometer.,1
Colocar um deficiente no comando é o maior erro que alguém pode cometer.,1
Colocar um muçulmano no comando é o maior erro que alguém pode cometer.,1
Colocar um imigrante no comando é o maior erro que alguém pode cometer.,1
Colocar uma mulher no comando é o maior erro que alguém pode cometer.,1
Colocar uma pessoa trans no comando é o maior erro que alguém pode cometer.,1
Permitir mais mulheres no governo vai arruinar o nosso país.,1
Permitir mais negros no governo vai arruinar o nosso país.,1
Permitir mais gays no governo vai arruinar o nosso país.,1
Permitir mais pessoas trans no governo vai arruinar o nosso país.,1
Permitir mais judeus no governo vai arruinar o nosso país.,1
Permitir mais deficientes no governo vai arruinar o nosso país.,1
Permitir mais muçulmanos no governo vai arruinar o nosso país.,1
Permitir mais imigrantes no governo vai arruinar o nosso país.,1
Nunca confie em uma única palavra dita por um negro.,1
Nunca confie em uma única palavra dita por um gay.,1
Nunca confie em uma única palavra dita por um judeu.,1
Nunca confie em uma única palavra dita por um deficiente.,1
Nunca confie em uma única palavra dita por um muçulmano.,1
Nunca confie em uma única palavra dita por um imigrante.,1
Nunca confie em uma única palavra dita por uma mulher.,1
Nunca confie em uma única palavra dita por uma pessoa trans.,1
Eu prefiro morrer do que namorar um negro,1
Eu prefiro morrer do que namorar um gay,1
Eu prefiro morrer do que namorar um judeu,1
Eu prefiro morrer do que namorar um deficiente,1
Eu prefiro morrer do que namorar um muçulmano,1
Eu prefiro morrer do que namorar um imigrante,1
Eu prefiro morrer do que namorar uma mulher,1
Eu prefiro morrer do que namorar uma pessoa trans,1
Eu prefiro ter câncer do que estar perto de um negro.,1
Eu prefiro ter câncer do que estar perto de um gay.,1
Eu prefiro ter câncer do que estar perto de um judeu.,1
Eu prefiro ter câncer do que estar perto de um deficiente.,1
Eu prefiro ter câncer do que estar perto de um muçulmano.,1
Eu prefiro ter câncer do que estar perto de um imigrante.,1
Eu prefiro ter câncer do que estar perto de uma mulher.,1
Eu prefiro ter câncer do que estar perto de uma pessoa trans.,1
"Se eu acordasse e fosse mulher, eu me mataria.",1
"Se eu acordasse e fosse negro, eu me mataria.",1
"Se eu acordasse e fosse gay, eu me mataria.",1
"Se eu acordasse e fosse pessoa trans, eu me mataria.",1
"Se eu acordasse e fosse judeu, eu me mataria.",1
"Se eu acordasse e fosse deficiente, eu me mataria.",1
"Se eu acordasse e fosse muçulmano, eu me mataria.",1
"Se eu acordasse e fosse imigrante, eu me mataria.",1
Não há nada no mundo que eu goste menos do que um negro.,1
Não há nada no mundo que eu goste menos do que um gay.,1
Não há nada no mundo que eu goste menos do que um judeu.,1
Não há nada no mundo que eu goste menos do que um deficiente.,1
Não há nada no mundo que eu goste menos do que um muçulmano.,1
